Transaction_ID,Date,Amount,Employee_ID,Vendor_ID,Category
50156,2023-05-27,997.11,1047,2095,Meals
50264,2023-05-27,2112.5,1047,2049,Meals
50378,2023-05-28,408.09,1039,2080,Software
50705,2023-05-28,3166.86,1041,2066,Services
50370,2023-05-28,2483.41,1037,2020,Travel
50383,2023-05-28,2454.05,1023,2010,Supplies
50101,2023-05-28,3635.1,1008,2049,Supplies
50062,2023-05-28,3812.95,1046,2027,Services
50673,2023-05-29,1279.85,1016,2037,Software
50947,2023-05-29,1185.35,1013,2087,Services
50393,2023-05-29,3774.7,1036,2029,Travel
50816,2023-05-29,2537.73,1013,2082,Meals
50222,2023-05-30,3475.48,1008,2096,Travel
50448,2023-05-30,3279.53,1006,2068,Travel
50020,2023-05-30,1853.92,1015,2089,Services
50846,2023-05-30,1422.16,1030,2092,Supplies
50901,2023-05-30,2205.37,1009,2069,Travel
50939,2023-05-30,2975.2,1003,2047,Travel
50532,2023-05-31,4433.7,1035,2026,Travel
50735,2023-06-01,2192.87,1045,2057,Services
50127,2023-06-01,3257.94,1022,2060,Supplies
50243,2023-06-02,3582.97,1006,2061,Software
50372,2023-06-02,2624.04,1008,2047,Supplies
50409,2023-06-02,821.06,1002,2067,Supplies
50646,2023-06-02,780.89,1046,2089,Travel
50003,2023-06-03,4057.78,1007,2053,Software
50234,2023-06-03,1934.54,1017,2083,Travel
50416,2023-06-03,3357.81,1019,2023,Software
50065,2023-06-03,470.66,1027,2035,Travel
50757,2023-06-04,4246.3,1006,2011,Travel
50381,2023-06-04,863.74,1016,2032,Travel
50850,2023-06-04,1288.56,1039,2053,Supplies
50534,2023-06-05,573.85,1037,2077,Travel
50530,2023-06-06,4044.12,1015,2017,Software
50507,2023-06-06,1167.02,1000,2032,Supplies
50040,2023-06-07,404.66,1008,2065,Meals
50837,2023-06-07,3741.9,1003,2039,Software
50957,2023-06-08,3584.41,1034,2093,Meals
50135,2023-06-09,575.08,1001,2001,Travel
50812,2023-06-09,162.81,1026,2032,Services
50654,2023-06-10,4114.42,1049,2005,Travel
50940,2023-06-10,4134.84,1028,2025,Supplies
50522,2023-06-11,3606.82,1027,2073,Meals
50516,2023-06-11,3806.86,1016,2096,Software
50042,2023-06-11,3837.6,1049,2081,Meals
50734,2023-06-11,2491.6,1017,2045,Meals
50395,2023-06-11,3131.16,1017,2013,Supplies
50709,2023-06-11,2367.13,1039,2034,Meals
50323,2023-06-12,2919.17,1027,2057,Meals
50740,2023-06-12,3692.64,1033,2030,Software
50786,2023-06-12,3586.45,1027,2097,Software
50671,2023-06-13,995.48,1017,2046,Supplies
50913,2023-06-13,1550.48,1007,2003,Supplies
50749,2023-06-14,2182.7,1003,2016,Services
50577,2023-06-14,2271.45,1016,2064,Services
50464,2023-06-14,1858.09,1005,2082,Services
50072,2023-06-15,1188.73,1006,2092,Software
51000,2023-06-15,4500.0,1010,2020,Consulting
50082,2023-06-15,2662.8,1004,2053,Travel
51001,2023-06-15,4500.0,1010,2020,Consulting
50742,2023-06-16,3918.54,1028,2027,Meals
50679,2023-06-16,2608.58,1022,2027,Meals
50120,2023-06-16,3488.49,1047,2004,Travel
50023,2023-06-17,2535.38,1045,2016,Software
50463,2023-06-17,916.72,1010,2075,Software
50357,2023-06-18,1804.64,1016,2023,Services
50017,2023-06-18,2966.66,1019,2072,Travel
50922,2023-06-18,239.86,1040,2038,Services
50384,2023-06-19,460.01,1041,2089,Meals
50874,2023-06-19,1804.85,1048,2033,Supplies
50471,2023-06-19,2225.15,1045,2044,Services
50421,2023-06-19,3363.94,1031,2077,Supplies
50713,2023-06-20,1606.14,1012,2009,Travel
50397,2023-06-20,4460.78,1023,2090,Supplies
50884,2023-06-20,1815.93,1042,2053,Travel
50423,2023-06-20,3895.12,1028,2074,Meals
50309,2023-06-20,3427.36,1015,2015,Supplies
50933,2023-06-20,3551.71,1048,2048,Software
50505,2023-06-22,1275.43,1031,2059,Supplies
50758,2023-06-22,4070.47,1035,2070,Meals
50620,2023-06-22,3256.51,1043,2072,Software
50775,2023-06-23,3488.16,1020,2017,Meals
50282,2023-06-23,3824.94,1020,2001,Travel
50331,2023-06-23,143.23,1016,2061,Services
50419,2023-06-23,4051.09,1010,2041,Services
50799,2023-06-24,3915.77,1000,2081,Services
50879,2023-06-25,4472.42,1019,2002,Software
50967,2023-06-25,439.02,1016,2077,Services
50731,2023-06-25,2433.33,1044,2046,Meals
50240,2023-06-26,2646.38,1039,2043,Meals
50308,2023-06-26,4269.18,1008,2039,Services
50412,2023-06-26,81.3,1025,2081,Supplies
50932,2023-06-26,3322.75,1004,2025,Services
50184,2023-06-27,501.09,1030,2050,Services
50593,2023-06-27,1690.55,1036,2089,Supplies
50484,2023-06-28,1862.59,1018,2071,Services
50754,2023-06-28,4092.98,1039,2001,Services
50444,2023-06-28,3963.0,1024,2059,Services
50762,2023-06-29,4011.24,1040,2097,Software
50531,2023-06-29,2932.05,1035,2013,Services
50478,2023-06-29,4263.78,1049,2055,Services
50228,2023-06-30,447.79,1049,2051,Services
50247,2023-06-30,3464.6,1030,2094,Travel
50942,2023-06-30,1986.11,1046,2002,Software
50592,2023-06-30,1854.96,1033,2011,Services
50168,2023-07-01,4214.55,1006,2039,Travel
50390,2023-07-01,4364.43,1021,2025,Software
50591,2023-07-01,2111.96,1007,2085,Software
50898,2023-07-02,766.89,1016,2021,Meals
51002,2023-07-02,3800.0,1002,2005,Meals
50150,2023-07-02,3648.03,1003,2080,Meals
50233,2023-07-02,4479.86,1006,2036,Software
50962,2023-07-03,149.75,1024,2071,Services
50113,2023-07-03,1759.26,1044,2007,Supplies
50525,2023-07-03,2804.37,1013,2011,Travel
50792,2023-07-03,2716.84,1042,2063,Supplies
50672,2023-07-03,3904.03,1032,2081,Services
50046,2023-07-03,2903.79,1035,2074,Supplies
50544,2023-07-04,2430.04,1023,2049,Services
50543,2023-07-04,1967.66,1018,2033,Services
50413,2023-07-05,3865.29,1040,2092,Travel
50615,2023-07-05,2737.84,1002,2045,Supplies
50356,2023-07-05,1408.26,1015,2035,Travel
50350,2023-07-07,725.94,1037,2020,Travel
50481,2023-07-08,1892.55,1006,2082,Meals
50100,2023-07-08,64.43,1032,2087,Meals
50866,2023-07-09,1439.03,1023,2062,Meals
50519,2023-07-09,4287.04,1024,2058,Software
50248,2023-07-09,2196.68,1040,2065,Travel
50768,2023-07-09,538.64,1019,2099,Travel
50236,2023-07-10,919.26,1024,2010,Supplies
50559,2023-07-10,3448.68,1037,2001,Services
50306,2023-07-10,1508.5,1027,2002,Meals
50347,2023-07-10,3431.95,1038,2012,Services
50493,2023-07-11,1027.09,1025,2077,Travel
50853,2023-07-11,1684.82,1045,2076,Supplies
50172,2023-07-11,2026.31,1003,2063,Supplies
50187,2023-07-11,527.86,1031,2051,Travel
50200,2023-07-11,2817.41,1045,2071,Meals
50207,2023-07-11,2337.9,1017,2038,Software
50903,2023-07-11,1757.81,1023,2095,Supplies
50285,2023-07-13,342.77,1001,2008,Travel
50338,2023-07-14,3390.47,1024,2067,Supplies
50432,2023-07-15,2709.14,1021,2078,Meals
50467,2023-07-15,4404.51,1036,2094,Travel
50371,2023-07-15,927.31,1006,2081,Services
50596,2023-07-15,2568.14,1037,2068,Travel
50928,2023-07-16,3182.18,1047,2096,Services
50320,2023-07-16,1053.82,1020,2011,Supplies
50715,2023-07-16,1013.23,1040,2085,Supplies
50883,2023-07-17,1760.25,1035,2008,Meals
50861,2023-07-18,1474.96,1012,2042,Travel
50346,2023-07-18,533.67,1019,2067,Travel
50440,2023-07-19,2615.24,1020,2059,Travel
50344,2023-07-19,906.45,1031,2058,Supplies
50639,2023-07-19,3456.81,1012,2098,Supplies
50310,2023-07-19,2556.81,1036,2071,Software
50889,2023-07-19,655.55,1031,2008,Services
